39.9763,116.330383333333,2008/04/29 16:21:34,none
39.9752333333333,116.330066666667,2008/04/29 17:15:24,none
39.9759166666667,116.3303,2008/04/29 17:15:58,none
39.9785666666667,116.330283333333,2008/04/30 21:39:34,none
39.9706666666667,116.346816666667,2008/04/30 21:46:02,bus
39.96625,116.35105,2008/04/30 21:48:31,bus
39.9661166666667,116.351733333333,2008/04/30 21:48:43,walk
39.9660666666667,116.352433333333,2008/04/30 21:49:35,walk
39.9659666666667,116.353416666667,2008/04/30 21:50:41,walk
39.966,116.3542,2008/04/30 21:51:37,walk
39.96545,116.354233333333,2008/04/30 21:52:26,walk
39.9649333333333,116.354283333333,2008/04/30 21:53:13,walk
39.9643333333333,116.3543,2008/04/30 21:54:12,walk
39.9638333333333,116.35445,2008/04/30 21:54:55,walk
39.9632,116.354733333333,2008/04/30 21:55:58,walk
39.9627,116.354583333333,2008/04/30 21:57:09,walk
39.9621833333333,116.35435,2008/04/30 21:58:20,walk
39.9615166666667,116.354266666667,2008/04/30 21:59:26,walk
39.81815,119.48115,2008/05/01 12:08:03,none
39.8178166666667,119.480866666667,2008/05/01 12:08:31,walk
39.8179333333333,119.480316666667,2008/05/01 12:15:20,walk
39.8177166666667,119.480916666667,2008/05/01 12:15:38,walk
39.8181666666667,119.479683333333,2008/05/01 12:19:52,walk
39.8178,119.480583333333,2008/05/01 12:20:00,walk
39.8181,119.480766666667,2008/05/01 12:31:18,walk
39.8185166666667,119.481083333333,2008/05/01 12:32:55,walk
39.81895,119.481433333333,2008/05/01 12:35:13,walk
39.8187166666667,119.4816,2008/05/01 13:20:33,walk
39.8183,119.481216666667,2008/05/01 13:21:47,walk
39.8184333333333,119.480716666667,2008/05/01 13:26:39,walk
39.8181833333333,119.481066666667,2008/05/01 13:28:11,walk
39.81775,119.479566666667,2008/05/01 13:31:21,walk
39.8174166666667,119.4787,2008/05/01 13:33:18,walk
39.8171666666667,119.477416666667,2008/05/01 13:35:39,walk
39.8164833333333,119.477283333333,2008/05/01 13:37:04,walk
39.8160166666667,119.477333333333,2008/05/01 13:38:09,walk
